url_path,views_total,views_unique
/gem/global_exposure_model,68,48
/gem/global_exposure_model/tree/main/Africa,27,15
/gem/global_exposure_model/tree/main/Europe,23,17
/gem/global_exposure_model/tree/main,21,12
/gem/global_exposure_model/tree/main/World,17,6
/gem/global_exposure_model/blob/main/World/Exposure_Adm0_Summary.csv,13,3
/gem/global_exposure_model/tree/main/South_America/Peru,13,1
/gem/global_exposure_model/tree/main/East_Asia,11,6
/gem/global_exposure_model/tree/main/North_America/United_States,10,9
/gem/global_exposure_model/tree/main/Europe/Greece,10,7
