url_path,views_total,views_unique
/gem/global_exposure_model,27,19
/gem/global_exposure_model/tree/main/Southeast_Asia/Indonesia,12,3
/gem/global_exposure_model/tree/main,8,6
/gem/global_exposure_model/tree/main/Southeast_Asia,7,5
/gem/global_exposure_model/tree/main/Africa/Ghana,4,2
/gem/global_exposure_model/tree/main/South_America/Chile,4,2
/gem/global_exposure_model/blob/main/Africa/Ghana/Exposure_Ind_Ghana_Adm1.csv,4,1
/gem/global_exposure_model/tree/main/Southeast_Asia/Philippines,4,1
/gem/global_exposure_model/blob/main/North_Asia/Russia/Exposure_Res_Russia_Adm1.csv,3,2
/gem/global_exposure_model/blob/main/North_Asia/Russia/Exposure_Summary_Adm1.csv,3,2
