url_path,views_total,views_unique
/gem/global_exposure_model,84,63
/gem/global_exposure_model/tree/main,22,17
/gem/global_exposure_model/tree/main/Africa,22,13
/gem/global_exposure_model/tree/main/Europe,21,15
/gem/global_exposure_model/tree/main/South_America/Colombia,16,4
/gem/global_exposure_model/tree/main/Europe/Turkey,15,10
/gem/global_exposure_model/tree/main/South_America,15,8
/gem/global_exposure_model/tree/main/North_America/United_States,14,10
/gem/global_exposure_model/tree/main/South_Asia,13,8
/gem/global_exposure_model/tree/main/Southeast_Asia,12,6
