time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-04-01 00:00:00+00:00,,,100,14
2025-04-02 00:00:00+00:00,,,124,20
2025-04-03 00:00:00+00:00,,,86,16
2025-04-04 00:00:00+00:00,,,180,15
2025-04-05 00:00:00+00:00,3.0,3.0,42,7
2025-04-06 00:00:00+00:00,4.0,4.0,13,3
2025-04-07 00:00:00+00:00,,,122,22
2025-04-08 00:00:00+00:00,1.0,1.0,45,16
2025-04-09 00:00:00+00:00,,,56,19
2025-04-10 00:00:00+00:00,,,74,12
2025-04-11 00:00:00+00:00,1.0,1.0,83,10
2025-04-12 00:00:00+00:00,,,95,7
2025-04-13 00:00:00+00:00,,,18,9
2025-04-14 00:00:00+00:00,,,46,16
2025-04-15 00:00:00+00:00,,,7,4
