time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-02-27 00:00:00+00:00,,,97,19
2025-02-28 00:00:00+00:00,,,44,16
2025-03-01 00:00:00+00:00,,,11,4
2025-03-02 00:00:00+00:00,,,1,1
2025-03-03 00:00:00+00:00,1.0,1.0,58,16
2025-03-04 00:00:00+00:00,,,85,13
2025-03-05 00:00:00+00:00,1.0,1.0,136,19
2025-03-06 00:00:00+00:00,1.0,1.0,65,9
2025-03-07 00:00:00+00:00,,,51,13
2025-03-08 00:00:00+00:00,1.0,1.0,9,5
2025-03-09 00:00:00+00:00,,,27,7
2025-03-10 00:00:00+00:00,2.0,2.0,28,9
2025-03-11 00:00:00+00:00,1.0,1.0,69,20
2025-03-12 00:00:00+00:00,1.0,1.0,113,17
2025-03-13 00:00:00+00:00,,,19,3
