url_path,views_total,views_unique
/gem/global_exposure_model,115,66
/gem/global_exposure_model/tree/main/North_America/United_States,41,13
/gem/global_exposure_model/tree/main,29,16
/gem/global_exposure_model/tree/main/North_America,24,7
/gem/global_exposure_model/tree/main/Europe,23,19
/gem/global_exposure_model/tree/main/Africa,17,12
/gem/global_exposure_model/blob/main/README.md,16,10
/gem/global_exposure_model/blob/main/North_America/United_States/Exposure_Com_United_States_Adm1.csv,14,6
/gem/global_exposure_model/tree/main/World,12,8
/gem/global_exposure_model/blob/main/North_America/United_States/Exposure_Res_United_States_Adm1.csv,10,7
