url_path,views_total,views_unique
/gem/global_exposure_model,112,81
/gem/global_exposure_model/tree/main/Europe,35,25
/gem/global_exposure_model/tree/main/North_America/United_States,32,10
/gem/global_exposure_model/tree/main,26,16
/gem/global_exposure_model/tree/main/Southeast_Asia/Indonesia,23,6
/gem/global_exposure_model/tree/main/Southeast_Asia,17,8
/gem/global_exposure_model/tree/main/South_America,15,8
/gem/global_exposure_model/tree/main/World,11,7
/gem/global_exposure_model/tree/main/Europe/Germany,11,4
/gem/global_exposure_model/tree/main/Europe/Turkey,10,7
