url_path,views_total,views_unique
/gem/global_exposure_model,114,66
/gem/global_exposure_model/tree/main/North_America/United_States,43,16
/gem/global_exposure_model/tree/main,32,16
/gem/global_exposure_model/tree/main/North_America,24,7
/gem/global_exposure_model/tree/main/Europe,22,16
/gem/global_exposure_model/tree/main/Africa,19,14
/gem/global_exposure_model/tree/main/World,14,7
/gem/global_exposure_model/blob/main/North_America/United_States/Exposure_Com_United_States_Adm1.csv,14,6
/gem/global_exposure_model/blob/main/README.md,13,8
/gem/global_exposure_model/tree/main/Africa/Morocco,11,3
