url_path,views_total,views_unique
/gem/global_exposure_model,122,73
/gem/global_exposure_model/tree/main/Caribbean_Central_America,54,6
/gem/global_exposure_model/tree/main/Europe,42,12
/gem/global_exposure_model/tree/main/Southeast_Asia/Philippines,40,5
/gem/global_exposure_model/tree/main,38,20
/gem/global_exposure_model/tree/main/East_Asia,36,10
/gem/global_exposure_model/tree/main/Middle_East/Jordan,29,2
/gem/global_exposure_model/tree/main/Southeast_Asia,26,6
/gem/global_exposure_model/tree/main/Southeast_Asia/Indonesia,25,4
/gem/global_exposure_model/tree/main/South_Asia,24,11
