time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-09-16 00:00:00+00:00,,,67,11
2024-09-17 00:00:00+00:00,,,443,19
2024-09-18 00:00:00+00:00,,,136,18
2024-09-19 00:00:00+00:00,,,102,16
2024-09-20 00:00:00+00:00,,,86,12
2024-09-21 00:00:00+00:00,,,47,4
2024-09-22 00:00:00+00:00,,,3,3
2024-09-23 00:00:00+00:00,,,171,21
2024-09-24 00:00:00+00:00,,,107,13
2024-09-25 00:00:00+00:00,,,121,13
2024-09-26 00:00:00+00:00,,,99,25
2024-09-27 00:00:00+00:00,,,41,9
2024-09-28 00:00:00+00:00,,,9,2
2024-09-29 00:00:00+00:00,,,9,5
2024-09-30 00:00:00+00:00,,,2,2
