url_path,views_total,views_unique
/gem/global_exposure_model,104,71
/gem/global_exposure_model/tree/main,30,21
/gem/global_exposure_model/tree/main/Europe,24,18
/gem/global_exposure_model/tree/main/Africa,23,12
/gem/global_exposure_model/tree/main/Southeast_Asia/Philippines,22,9
/gem/global_exposure_model/tree/main/Southeast_Asia,18,7
/gem/global_exposure_model/tree/main/North_America/United_States,16,11
/gem/global_exposure_model/tree/main/Europe/Turkey,15,10
/gem/global_exposure_model/tree/main/South_America/Colombia,15,3
/gem/global_exposure_model/tree/main/South_Asia,14,9
