url_path,views_total,views_unique
/gem/global_exposure_model,93,62
/gem/global_exposure_model/tree/main/Europe,35,20
/gem/global_exposure_model/tree/main,20,12
/gem/global_exposure_model/tree/main/Europe/Greece,19,5
/gem/global_exposure_model/tree/main/Africa,13,11
/gem/global_exposure_model/tree/main/East_Asia/China,12,5
/gem/global_exposure_model/tree/main/Europe/Germany,12,5
/gem/global_exposure_model/tree/main/Middle_East,11,5
/gem/global_exposure_model/tree/main/Africa/Morocco,9,7
/gem/global_exposure_model/tree/main/North_America/United_States,9,7
