url_path,views_total,views_unique
/gem/earthquake-scenarios,49,35
/gem/earthquake-scenarios/tree/main/Europe,13,8
/gem/earthquake-scenarios/tree/main,13,5
/gem/earthquake-scenarios/tree/main/Africa,10,7
/gem/earthquake-scenarios/tree/main/South_America/Ecuador/20160416_M7.8_Pedernales,10,1
/gem/earthquake-scenarios/tree/main/South_America,9,6
/gem/earthquake-scenarios/tree/main/Europe/Italy,9,5
/gem/earthquake-scenarios/blob/main/Europe/Italy/20090000_Sequence_Laquila/20090406_M6.18_Laquila/Rupture/earthquake_rupture_model_USGS.xml,8,4
/gem/earthquake-scenarios/tree/main/Europe/Italy/20120000_Sequence_EmiliaRomagna,7,1
/gem/earthquake-scenarios/tree/main/East_Asia/Japan,6,6
