time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-10-19 00:00:00+00:00,,,1,1
2024-10-20 00:00:00+00:00,,,35,3
2024-10-21 00:00:00+00:00,,,38,4
2024-10-22 00:00:00+00:00,,,15,3
2024-10-23 00:00:00+00:00,,,53,6
2024-10-24 00:00:00+00:00,,,17,8
2024-10-25 00:00:00+00:00,,,1,1
2024-10-26 00:00:00+00:00,,,11,3
2024-10-27 00:00:00+00:00,,,42,4
2024-10-28 00:00:00+00:00,,,61,3
2024-10-29 00:00:00+00:00,,,47,7
2024-10-30 00:00:00+00:00,,,125,4
2024-10-31 00:00:00+00:00,,,27,6
2024-11-01 00:00:00+00:00,,,19,2
2024-11-02 00:00:00+00:00,,,1,1
