url_path,views_total,views_unique
/gem/earthquake-scenarios,62,41
/gem/earthquake-scenarios/tree/main/Europe,33,13
/gem/earthquake-scenarios/tree/main,29,11
/gem/earthquake-scenarios/tree/main/Africa,15,6
/gem/earthquake-scenarios/pull/37,12,4
/gem/earthquake-scenarios/tree/main/World,11,9
/gem/earthquake-scenarios/tree/main/Southeast_Asia/Indonesia,9,5
/gem/earthquake-scenarios/tree/main/North_America/Mexico,8,4
/gem/earthquake-scenarios/tree/main/Southeast_Asia/Indonesia/20060527_M6.4_Yogyakarta,7,1
/gem/earthquake-scenarios/tree/main/Europe/Albania/20191126_M6.4_Albania,6,4
