url_path,views_total,views_unique
/gem/earthquake-scenarios,24,21
/gem/earthquake-scenarios/tree/main/East_Asia/Japan,12,4
/gem/earthquake-scenarios/tree/main/Europe/Italy/20120000_Sequence_EmiliaRomagna/20120520_M5.8_EmiliaRomagna,11,2
/gem/earthquake-scenarios/tree/main/Europe,10,7
/gem/earthquake-scenarios/tree/main,9,5
/gem/earthquake-scenarios/tree/main/Europe/Italy,9,5
/gem/earthquake-scenarios/tree/main/Europe/Italy/20120000_Sequence_EmiliaRomagna/20120520_M5.8_EmiliaRomagna/Recording_Stations,7,1
/gem/earthquake-scenarios/tree/main/South_America,6,4
/gem/earthquake-scenarios/tree/main/East_Asia/Japan/19950117_M6.9_Kobe,6,3
/gem/earthquake-scenarios/tree/main/Europe/Italy/20120000_Sequence_EmiliaRomagna,6,2
