url_path,views_total,views_unique
/gem/earthquake-scenarios,34,28
/gem/earthquake-scenarios/tree/main/Europe,13,6
/gem/earthquake-scenarios/tree/main/Europe/Italy,12,2
/gem/earthquake-scenarios/tree/main,11,4
/gem/earthquake-scenarios/tree/main/East_Asia/Japan,10,6
/gem/earthquake-scenarios/tree/main/Europe/Greece,10,2
/gem/earthquake-scenarios/tree/main/Europe/Turkey,9,3
/gem/earthquake-scenarios/tree/main/Europe/Italy/20090000_Sequence_Laquila,8,3
/gem/earthquake-scenarios/tree/main/South_Asia,7,5
/gem/earthquake-scenarios/tree/main/East_Asia/Japan/19950117_M6.9_Kobe,7,3
