time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-09-26 00:00:00+00:00,,,46,5
2024-09-27 00:00:00+00:00,,,31,6
2024-09-28 00:00:00+00:00,,,7,1
2024-09-29 00:00:00+00:00,,,1,1
2024-09-30 00:00:00+00:00,,,41,5
2024-10-01 00:00:00+00:00,,,133,10
2024-10-02 00:00:00+00:00,1.0,1.0,80,13
2024-10-03 00:00:00+00:00,,,103,15
2024-10-04 00:00:00+00:00,,,40,12
2024-10-06 00:00:00+00:00,,,8,1
2024-10-07 00:00:00+00:00,1.0,1.0,76,9
2024-10-08 00:00:00+00:00,,,31,7
2024-10-09 00:00:00+00:00,,,45,7
2024-10-10 00:00:00+00:00,,,7,2
