url_path,views_total,views_unique
/gem/earthquake-scenarios,58,41
/gem/earthquake-scenarios/tree/main,27,13
/gem/earthquake-scenarios/tree/main/Europe,27,12
/gem/earthquake-scenarios/pull/37,12,4
/gem/earthquake-scenarios/tree/main/World,11,9
/gem/earthquake-scenarios/tree/main/Africa,10,6
/gem/earthquake-scenarios/tree/main/Europe/Turkey/20230206_M7.8_KahramanmarasGaziantep,7,5
/gem/earthquake-scenarios/tree/main/North_America/Mexico,7,3
/gem/earthquake-scenarios/tree/main/Southeast_Asia/Indonesia,6,6
/gem/earthquake-scenarios/tree/main/Europe/Turkey,6,4
