time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-12-19 00:00:00+00:00,,,15,3
2024-12-20 00:00:00+00:00,,,5,3
2024-12-22 00:00:00+00:00,,,9,2
2024-12-23 00:00:00+00:00,,,99,4
2024-12-24 00:00:00+00:00,,,21,3
2024-12-25 00:00:00+00:00,,,4,2
2024-12-26 00:00:00+00:00,,,24,1
2024-12-27 00:00:00+00:00,,,16,2
2024-12-28 00:00:00+00:00,,,15,5
2024-12-29 00:00:00+00:00,,,14,2
2024-12-30 00:00:00+00:00,,,9,2
2024-12-31 00:00:00+00:00,,,9,1
2025-01-01 00:00:00+00:00,,,54,5
2025-01-02 00:00:00+00:00,,,1,1
