url_path,views_total,views_unique
/gem/earthquake-scenarios,30,23
/gem/earthquake-scenarios/tree/main/Europe,15,7
/gem/earthquake-scenarios/tree/main/East_Asia/Japan,13,9
/gem/earthquake-scenarios/tree/main,12,3
/gem/earthquake-scenarios/tree/main/Europe/Italy,12,3
/gem/earthquake-scenarios/tree/main/Europe/Turkey,11,4
/gem/earthquake-scenarios/tree/main/Europe/Italy/20090000_Sequence_Laquila,10,4
/gem/earthquake-scenarios/tree/main/East_Asia/Japan/19950117_M6.9_Kobe,9,5
/gem/earthquake-scenarios/tree/main/Caribbean_Central_America,8,2
/gem/earthquake-scenarios/tree/main/South_Asia,7,5
