url_path,views_total,views_unique
/gem/geid,81,44
/gem/geid/tree/main/Europe,47,18
/gem/geid/tree/main/Europe/Italy/20120000_Sequence_EmiliaRomagna/20120520_M5.8_EmiliaRomagna,36,6
/gem/geid/tree/main/Europe/Italy,29,11
/gem/geid/tree/main,27,10
/gem/geid/tree/main/Europe/Italy/20120000_Sequence_EmiliaRomagna,27,7
/gem/geid/tree/main/Europe/Italy/20120000_Sequence_EmiliaRomagna/20120520_M5.8_EmiliaRomagna/3_Recording_Stations,20,5
/gem/geid/tree/main/World,18,10
/gem/geid/tree/main/Europe/Italy/20120000_Sequence_EmiliaRomagna/20120520_M5.8_EmiliaRomagna/2_Rupture,14,5
/gem/geid/tree/main/Europe/Italy/20120000_Sequence_EmiliaRomagna/20120520_M5.8_EmiliaRomagna/4_OpenQuake_gmfs,14,3
