url_path,views_total,views_unique
/gem/earthquake-scenarios,83,45
/gem/earthquake-scenarios/tree/main/Europe/Italy/20090000_Sequence_Laquila,20,6
/gem/earthquake-scenarios/tree/edit_readmes/Middle_East/Iran,20,3
/gem/earthquake-scenarios/tree/edit_readmes,17,3
/gem/earthquake-scenarios/tree/main,16,6
/gem/earthquake-scenarios/tree/main/Europe,16,6
/gem/earthquake-scenarios/tree/main/Africa/Morocco/20040224_M6.3_AlHoceima/OpenQuake_gmfs,15,3
/gem/earthquake-scenarios/tree/main/Europe/Italy,14,5
/gem/earthquake-scenarios/tree/main/Europe/Italy/20090000_Sequence_Laquila/20090406_M6.18_Laquila,13,3
/gem/earthquake-scenarios/tree/main/Africa,10,4
