url_path,views_total,views_unique
/gem/earthquake-scenarios,62,39
/gem/earthquake-scenarios/tree/main/Europe,35,13
/gem/earthquake-scenarios/tree/main,27,9
/gem/earthquake-scenarios/tree/main/Africa,16,7
/gem/earthquake-scenarios/pull/37,12,4
/gem/earthquake-scenarios/blob/try/South_America/Peru/20070815_M7.9_Pisco/V2.md,9,1
/gem/earthquake-scenarios/tree/main/World,8,6
/gem/earthquake-scenarios/tree/main/Southeast_Asia/Indonesia,8,4
/gem/earthquake-scenarios/tree/main/North_America/Mexico,7,3
/gem/earthquake-scenarios/tree/main/Southeast_Asia/Indonesia/20060527_M6.4_Yogyakarta,7,1
