url_path,views_total,views_unique
/gem/earthquake-scenarios,48,35
/gem/earthquake-scenarios/tree/main,20,11
/gem/earthquake-scenarios/tree/main/Europe,15,10
/gem/earthquake-scenarios/tree/main/World,10,8
/gem/earthquake-scenarios/pull/37,10,4
/gem/earthquake-scenarios/tree/main/Europe/Turkey/20230206_M7.8_KahramanmarasGaziantep,8,6
/gem/earthquake-scenarios/tree/main/Africa,8,5
/gem/earthquake-scenarios/tree/main/Europe/Turkey,7,5
/gem/earthquake-scenarios/tree/main/East_Asia/Japan,6,5
/gem/earthquake-scenarios/tree/main/Europe/Turkey/20230206_M7.8_KahramanmarasGaziantep/OpenQuake_gmfs,5,4
