url_path,views_total,views_unique
/gem/geid,23,15
/gem/geid/tree/main/Europe/Italy/20120000_Sequence_EmiliaRomagna/20120520_M5.8_EmiliaRomagna,12,2
/gem/geid/tree/main/Europe/Italy/20120000_Sequence_EmiliaRomagna/20120520_M5.8_EmiliaRomagna/4_OpenQuake_gmfs,11,2
/gem/geid/tree/main/South_Asia,8,7
/gem/geid/blob/main/Europe/Italy/20120000_Sequence_EmiliaRomagna/earthquake_information.csv,8,3
/gem/geid/tree/main/Europe/Italy,7,3
/gem/geid/tree/main/Europe/Italy/20120000_Sequence_EmiliaRomagna,7,3
/gem/geid/tree/main/Europe/Italy/20120000_Sequence_EmiliaRomagna/20120529_M5.6_EmiliaRomagna/4_OpenQuake_gmfs,4,2
/gem/geid/tree/AC_Event_Update,4,1
/gem/geid/tree/AC_Event_Update/South_Asia/Nepal/20150425_M7.8_Gorkha/1_Impact,4,1
