url_path,views_total,views_unique
/gem/earthquake-scenarios,52,38
/gem/earthquake-scenarios/tree/main,22,11
/gem/earthquake-scenarios/tree/main/Europe,15,10
/gem/earthquake-scenarios/pull/37,11,4
/gem/earthquake-scenarios/tree/main/World,10,8
/gem/earthquake-scenarios/tree/main/Africa,8,5
/gem/earthquake-scenarios/tree/main/Europe/Turkey/20230206_M7.8_KahramanmarasGaziantep,7,5
/gem/earthquake-scenarios/tree/main/East_Asia/Japan,6,5
/gem/earthquake-scenarios/tree/main/Europe/Turkey,6,4
/gem/earthquake-scenarios/tree/main/Southeast_Asia/Indonesia,5,5
