url_path,views_total,views_unique
/gem/earthquake-scenarios,76,37
/gem/earthquake-scenarios/tree/main/Europe,32,9
/gem/earthquake-scenarios/tree/main,28,6
/gem/earthquake-scenarios/tree/main/Europe/Italy/20090000_Sequence_Laquila,16,7
/gem/earthquake-scenarios/tree/main/Europe/Italy,16,5
/gem/earthquake-scenarios/tree/main/Europe/Italy/20090000_Sequence_Laquila/20090406_M6.18_Laquila/OpenQuake_gmfs,13,4
/gem/earthquake-scenarios/tree/main/Middle_East/Iran,12,4
/gem/earthquake-scenarios/tree/edit_readmes/Middle_East/Iran,12,3
/gem/earthquake-scenarios/tree/main/Europe/Italy/20090000_Sequence_Laquila/20090406_M6.18_Laquila,12,3
/gem/earthquake-scenarios/pulls,12,1
