url_path,views_total,views_unique
/gem/geid,26,16
/gem/geid/tree/main/Europe/Italy/20120000_Sequence_EmiliaRomagna/20120520_M5.8_EmiliaRomagna,12,2
/gem/geid/tree/main/Europe/Italy/20120000_Sequence_EmiliaRomagna/20120520_M5.8_EmiliaRomagna/4_OpenQuake_gmfs,11,2
/gem/geid/tree/main/South_Asia,9,7
/gem/geid/tree/main/Europe/Italy,7,3
/gem/geid/tree/main/Europe/Italy/20120000_Sequence_EmiliaRomagna,7,3
/gem/geid/blob/main/Europe/Italy/20120000_Sequence_EmiliaRomagna/earthquake_information.csv,6,2
/gem/geid/tree/main/Europe,5,4
/gem/geid/blob/AC_Event_Update/contribute_guidelines.md,5,1
/gem/geid/tree/AC_Event_Update,4,2
