time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-09-07 00:00:00+00:00,,,76,1
2024-09-08 00:00:00+00:00,,,21,6
2024-09-09 00:00:00+00:00,,,518,15
2024-09-10 00:00:00+00:00,1.0,1.0,56,12
2024-09-11 00:00:00+00:00,,,110,9
2024-09-12 00:00:00+00:00,1.0,1.0,43,8
2024-09-13 00:00:00+00:00,,,53,8
2024-09-14 00:00:00+00:00,,,1,1
2024-09-15 00:00:00+00:00,,,13,2
2024-09-16 00:00:00+00:00,,,124,6
2024-09-17 00:00:00+00:00,,,10,5
2024-09-18 00:00:00+00:00,,,209,8
2024-09-19 00:00:00+00:00,,,173,12
2024-09-20 00:00:00+00:00,,,57,6
2024-09-21 00:00:00+00:00,,,18,2
