url_path,views_total,views_unique
/gem/earthquake-scenarios,56,37
/gem/earthquake-scenarios/tree/main,16,7
/gem/earthquake-scenarios/tree/main/Europe,13,10
/gem/earthquake-scenarios/forks,11,1
/gem/earthquake-scenarios/tree/main/Europe/Italy,10,6
/gem/earthquake-scenarios/tree/main/South_America/Ecuador/20160416_M7.8_Pedernales,10,1
/gem/earthquake-scenarios/blob/main/East_Asia/Japan/20160416_M7.0_Kumamoto/OpenQuake_gmfs/stationlist_all.csv,9,1
/gem/earthquake-scenarios/tree/main/Africa/Morocco/20230908_M6.9_MarrakeshSafi/OpenQuake_gmfs/Sensitivity,8,2
/gem/earthquake-scenarios/tree/main/Europe/Italy/20120000_Sequence_EmiliaRomagna,8,1
/gem/earthquake-scenarios/tree/main/World,7,6
