url_path,views_total,views_unique
/gem/geid,43,25
/gem/geid/tree/main,24,7
/gem/geid/tree/main/Europe/Italy/20120000_Sequence_EmiliaRomagna/20120520_M5.8_EmiliaRomagna,20,1
/gem/geid/tree/main/South_America,19,5
/gem/geid/tree/main/Europe,17,7
/gem/geid/tree/main/Europe/Italy/20120000_Sequence_EmiliaRomagna,14,2
/gem/geid/tree/main/Europe/Italy/20120000_Sequence_EmiliaRomagna/20120520_M5.8_EmiliaRomagna/4_OpenQuake_gmfs,12,1
/gem/geid/tree/main/Europe/Italy,11,3
/gem/geid/tree/main/South_America/Ecuador/20160416_M7.8_Pedernales,9,2
/gem/geid/tree/main/Europe/Turkey,8,3
