url_path,views_total,views_unique
/gem/earthquake-scenarios,32,26
/gem/earthquake-scenarios/tree/main,15,4
/gem/earthquake-scenarios/tree/main/East_Asia/Japan,13,9
/gem/earthquake-scenarios/tree/main/Europe,12,8
/gem/earthquake-scenarios/tree/main/East_Asia/Japan/19950117_M6.9_Kobe,9,5
/gem/earthquake-scenarios/tree/main/Caribbean_Central_America,8,2
/gem/earthquake-scenarios/tree/main/Europe/Turkey,7,4
/gem/earthquake-scenarios/tree/main/Europe/Croatia,7,2
/gem/earthquake-scenarios/tree/main/South_Asia/India/20110918_M6.9_Sikkim/Recording_Stations,7,1
/gem/earthquake-scenarios/tree/main/South_Asia,6,5
