url_path,views_total,views_unique
/gem/earthquake-scenarios,48,33
/gem/earthquake-scenarios/tree/main,12,8
/gem/earthquake-scenarios/forks,11,1
/gem/earthquake-scenarios/tree/main/Europe,10,8
/gem/earthquake-scenarios/tree/main/South_America/Ecuador/20160416_M7.8_Pedernales,10,1
/gem/earthquake-scenarios/tree/main/South_America,9,7
/gem/earthquake-scenarios/tree/main/Africa/Morocco/20230908_M6.9_MarrakeshSafi/OpenQuake_gmfs/Sensitivity,8,2
/gem/earthquake-scenarios/tree/main/Europe/Italy,7,5
/gem/earthquake-scenarios/tree/main/Europe/Italy/20120000_Sequence_EmiliaRomagna,6,1
/gem/earthquake-scenarios/tree/main/Europe/Italy/20120000_Sequence_EmiliaRomagna/20120529_M5.6_EmiliaRomagna/Recording_Stations,6,1
