url_path,views_total,views_unique
/gem/earthquake-scenarios,53,39
/gem/earthquake-scenarios/tree/main,29,9
/gem/earthquake-scenarios/tree/main/Europe,28,8
/gem/earthquake-scenarios/tree/main/Europe/Italy,15,4
/gem/earthquake-scenarios/tree/main/World,12,8
/gem/earthquake-scenarios/tree/main/East_Asia/Japan,12,7
/gem/earthquake-scenarios/tree/main/Africa,11,8
/gem/earthquake-scenarios/tree/main/South_Asia,10,8
/gem/earthquake-scenarios/tree/main/South_America,10,5
/gem/earthquake-scenarios/tree/main/Caribbean_Central_America/El_Salvador/20010113_M7.7_Subduction/OpenQuake_gmfs,10,2
