url_path,views_total,views_unique
/gem/earthquake-scenarios,42,32
/gem/earthquake-scenarios/tree/main/Europe,13,8
/gem/earthquake-scenarios/tree/main,13,6
/gem/earthquake-scenarios/tree/main/Africa,10,7
/gem/earthquake-scenarios/tree/main/Southeast_Asia/Indonesia/20090930_M7.6_Padang,9,2
/gem/earthquake-scenarios/tree/main/Southeast_Asia/Indonesia,8,6
/gem/earthquake-scenarios/blob/main/Europe/Italy/20090000_Sequence_Laquila/20090406_M6.18_Laquila/Rupture/earthquake_rupture_model_USGS.xml,8,4
/gem/earthquake-scenarios/tree/main/Europe/Italy,7,5
/gem/earthquake-scenarios/tree/main/Europe/Turkey,6,5
/gem/earthquake-scenarios/tree/main/World,6,4
