time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-03-18 00:00:00+00:00,167,31,421,87
2025-03-19 00:00:00+00:00,86,41,423,78
2025-03-20 00:00:00+00:00,231,82,398,80
2025-03-21 00:00:00+00:00,205,61,378,79
2025-03-22 00:00:00+00:00,74,32,52,21
2025-03-23 00:00:00+00:00,67,33,108,27
2025-03-24 00:00:00+00:00,167,37,572,73
2025-03-25 00:00:00+00:00,189,83,679,78
2025-03-26 00:00:00+00:00,350,69,650,82
2025-03-27 00:00:00+00:00,363,61,530,80
2025-03-28 00:00:00+00:00,310,59,513,101
2025-03-29 00:00:00+00:00,78,42,59,28
2025-03-30 00:00:00+00:00,94,36,172,34
2025-03-31 00:00:00+00:00,185,64,630,94
2025-04-01 00:00:00+00:00,67,37,138,40
