time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-11-11 00:00:00+00:00,127,53,165,49
2025-11-12 00:00:00+00:00,394,134,515,91
2025-11-13 00:00:00+00:00,295,148,545,96
2025-11-14 00:00:00+00:00,195,71,521,76
2025-11-15 00:00:00+00:00,82,35,123,45
2025-11-16 00:00:00+00:00,96,35,167,53
2025-11-17 00:00:00+00:00,177,68,501,99
2025-11-18 00:00:00+00:00,381,153,716,88
2025-11-19 00:00:00+00:00,332,165,737,107
2025-11-20 00:00:00+00:00,299,155,548,97
2025-11-21 00:00:00+00:00,320,165,524,89
2025-11-22 00:00:00+00:00,133,70,88,36
2025-11-23 00:00:00+00:00,77,43,115,38
2025-11-24 00:00:00+00:00,246,105,390,89
2025-11-25 00:00:00+00:00,33,24,206,28
