time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-05-25 00:00:00+00:00,19,11,51,18
2025-05-26 00:00:00+00:00,358,49,521,72
2025-05-27 00:00:00+00:00,396,45,478,69
2025-05-28 00:00:00+00:00,296,70,400,61
2025-05-29 00:00:00+00:00,393,45,456,66
2025-05-30 00:00:00+00:00,220,48,268,50
2025-05-31 00:00:00+00:00,85,52,73,24
2025-06-01 00:00:00+00:00,90,49,43,19
2025-06-02 00:00:00+00:00,62,31,164,58
2025-06-03 00:00:00+00:00,249,106,455,75
2025-06-04 00:00:00+00:00,288,56,589,62
2025-06-05 00:00:00+00:00,246,42,397,69
2025-06-06 00:00:00+00:00,166,44,410,63
2025-06-07 00:00:00+00:00,84,33,100,26
2025-06-08 00:00:00+00:00,48,20,7,5
