time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-08-13 00:00:00+00:00,77,69,209,43
2025-08-14 00:00:00+00:00,36,24,147,42
2025-08-15 00:00:00+00:00,52,33,228,60
2025-08-16 00:00:00+00:00,37,24,52,21
2025-08-17 00:00:00+00:00,60,26,75,27
2025-08-18 00:00:00+00:00,133,56,462,65
2025-08-19 00:00:00+00:00,275,58,338,43
2025-08-20 00:00:00+00:00,102,41,58,24
2025-08-21 00:00:00+00:00,48,27,169,54
2025-08-22 00:00:00+00:00,100,33,253,45
2025-08-23 00:00:00+00:00,25,16,93,24
2025-08-24 00:00:00+00:00,56,25,97,19
2025-08-25 00:00:00+00:00,92,38,227,61
2025-08-26 00:00:00+00:00,134,58,235,55
2025-08-27 00:00:00+00:00,18,14,133,17
