time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-02-06 00:00:00+00:00,75,26,231,50
2025-02-07 00:00:00+00:00,168,36,568,68
2025-02-08 00:00:00+00:00,62,31,218,40
2025-02-09 00:00:00+00:00,67,29,127,32
2025-02-10 00:00:00+00:00,201,55,579,92
2025-02-11 00:00:00+00:00,244,49,698,97
2025-02-12 00:00:00+00:00,130,51,469,96
2025-02-13 00:00:00+00:00,188,59,843,111
2025-02-14 00:00:00+00:00,161,66,538,83
2025-02-15 00:00:00+00:00,76,50,62,24
2025-02-16 00:00:00+00:00,82,46,109,25
2025-02-17 00:00:00+00:00,201,49,446,68
2025-02-18 00:00:00+00:00,145,59,376,78
2025-02-19 00:00:00+00:00,179,85,636,104
2025-02-20 00:00:00+00:00,35,19,144,24
