time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-11-17 00:00:00+00:00,10,3,131,20
2024-11-18 00:00:00+00:00,132,10,400,66
2024-11-19 00:00:00+00:00,93,6,421,71
2024-11-20 00:00:00+00:00,26,14,359,74
2024-11-21 00:00:00+00:00,44,9,328,69
2024-11-22 00:00:00+00:00,45,7,350,63
2024-11-23 00:00:00+00:00,21,10,88,36
2024-11-24 00:00:00+00:00,15,4,62,24
2024-11-25 00:00:00+00:00,42,9,229,48
2024-11-26 00:00:00+00:00,109,13,423,72
2024-11-27 00:00:00+00:00,123,15,339,70
2024-11-28 00:00:00+00:00,245,13,455,71
2024-11-29 00:00:00+00:00,123,13,376,65
2024-11-30 00:00:00+00:00,13,3,110,23
2024-12-01 00:00:00+00:00,18,2,26,11
