time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-03-02 00:00:00+00:00,18,12,111,20
2025-03-03 00:00:00+00:00,309,87,724,83
2025-03-04 00:00:00+00:00,280,155,541,93
2025-03-05 00:00:00+00:00,321,124,663,101
2025-03-06 00:00:00+00:00,322,172,718,97
2025-03-07 00:00:00+00:00,258,103,596,83
2025-03-08 00:00:00+00:00,49,30,142,31
2025-03-09 00:00:00+00:00,81,35,93,37
2025-03-10 00:00:00+00:00,160,40,633,93
2025-03-11 00:00:00+00:00,194,104,718,95
2025-03-12 00:00:00+00:00,165,75,472,88
2025-03-13 00:00:00+00:00,126,84,514,87
2025-03-14 00:00:00+00:00,222,102,646,97
2025-03-15 00:00:00+00:00,78,50,129,30
2025-03-16 00:00:00+00:00,45,21,124,8
