time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-12-30 00:00:00+00:00,77,7,113,17
2024-12-31 00:00:00+00:00,28,4,124,25
2025-01-01 00:00:00+00:00,17,7,213,19
2025-01-02 00:00:00+00:00,15,4,592,48
2025-01-03 00:00:00+00:00,16,6,234,46
2025-01-04 00:00:00+00:00,15,5,135,30
2025-01-05 00:00:00+00:00,18,8,159,31
2025-01-06 00:00:00+00:00,18,7,339,64
2025-01-07 00:00:00+00:00,65,10,321,70
2025-01-08 00:00:00+00:00,144,12,657,77
2025-01-09 00:00:00+00:00,146,19,566,85
2025-01-10 00:00:00+00:00,64,22,469,62
2025-01-11 00:00:00+00:00,14,4,74,16
2025-01-12 00:00:00+00:00,19,7,121,29
2025-01-13 00:00:00+00:00,15,3,46,13
