time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-10-29 00:00:00+00:00,177,84,325,64
2025-10-30 00:00:00+00:00,482,220,452,94
2025-10-31 00:00:00+00:00,353,136,422,92
2025-11-01 00:00:00+00:00,237,141,122,50
2025-11-02 00:00:00+00:00,101,57,168,51
2025-11-03 00:00:00+00:00,372,110,335,73
2025-11-04 00:00:00+00:00,353,81,463,102
2025-11-05 00:00:00+00:00,390,92,927,123
2025-11-06 00:00:00+00:00,582,271,503,142
2025-11-07 00:00:00+00:00,877,337,449,97
2025-11-08 00:00:00+00:00,547,128,196,51
2025-11-09 00:00:00+00:00,157,66,196,60
2025-11-10 00:00:00+00:00,210,68,588,67
2025-11-11 00:00:00+00:00,318,86,418,89
2025-11-12 00:00:00+00:00,106,51,172,28
