time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-06-18 00:00:00+00:00,127,22,232,43
2025-06-19 00:00:00+00:00,253,53,312,63
2025-06-20 00:00:00+00:00,155,34,355,60
2025-06-21 00:00:00+00:00,100,32,173,26
2025-06-22 00:00:00+00:00,104,33,288,26
2025-06-23 00:00:00+00:00,294,51,623,78
2025-06-24 00:00:00+00:00,157,55,425,77
2025-06-25 00:00:00+00:00,170,66,485,63
2025-06-26 00:00:00+00:00,79,60,393,70
2025-06-27 00:00:00+00:00,287,79,304,53
2025-06-28 00:00:00+00:00,121,43,122,36
2025-06-29 00:00:00+00:00,108,41,128,34
2025-06-30 00:00:00+00:00,161,55,451,58
2025-07-01 00:00:00+00:00,141,45,362,89
2025-07-02 00:00:00+00:00,92,37,137,21
