time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-11-19 00:00:00+00:00,134,88,432,73
2025-11-20 00:00:00+00:00,299,155,548,97
2025-11-21 00:00:00+00:00,320,165,524,89
2025-11-22 00:00:00+00:00,133,70,88,36
2025-11-23 00:00:00+00:00,77,43,115,38
2025-11-24 00:00:00+00:00,246,105,390,89
2025-11-25 00:00:00+00:00,94,57,4521,91
2025-11-26 00:00:00+00:00,1472,262,678,115
2025-11-27 00:00:00+00:00,222,77,639,89
2025-11-28 00:00:00+00:00,232,75,733,91
2025-11-29 00:00:00+00:00,223,66,210,41
2025-11-30 00:00:00+00:00,53,27,156,45
2025-12-01 00:00:00+00:00,428,198,551,79
2025-12-02 00:00:00+00:00,585,247,576,95
2025-12-03 00:00:00+00:00,365,166,73,21
