time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-11-24 00:00:00+00:00,125,54,241,66
2025-11-25 00:00:00+00:00,94,57,4521,91
2025-11-26 00:00:00+00:00,1472,262,678,115
2025-11-27 00:00:00+00:00,222,77,639,89
2025-11-28 00:00:00+00:00,232,75,733,91
2025-11-29 00:00:00+00:00,223,66,210,41
2025-11-30 00:00:00+00:00,53,27,156,45
2025-12-01 00:00:00+00:00,428,198,551,79
2025-12-02 00:00:00+00:00,585,247,576,95
2025-12-03 00:00:00+00:00,899,344,524,87
2025-12-04 00:00:00+00:00,175,81,395,84
2025-12-05 00:00:00+00:00,258,93,418,62
2025-12-06 00:00:00+00:00,177,77,91,33
2025-12-07 00:00:00+00:00,85,43,77,34
2025-12-08 00:00:00+00:00,33,22,44,28
