time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-10-21 00:00:00+00:00,,,4,4
2025-10-22 00:00:00+00:00,1.0,1.0,66,25
2025-10-23 00:00:00+00:00,1.0,1.0,83,24
2025-10-24 00:00:00+00:00,,,93,25
2025-10-25 00:00:00+00:00,1.0,1.0,21,5
2025-10-26 00:00:00+00:00,2.0,1.0,72,19
2025-10-27 00:00:00+00:00,,,153,41
2025-10-28 00:00:00+00:00,3.0,2.0,66,21
2025-10-29 00:00:00+00:00,,,157,33
2025-10-30 00:00:00+00:00,,,81,35
2025-10-31 00:00:00+00:00,,,96,27
2025-11-01 00:00:00+00:00,,,15,6
2025-11-02 00:00:00+00:00,1.0,1.0,51,16
2025-11-03 00:00:00+00:00,,,138,34
2025-11-04 00:00:00+00:00,2.0,1.0,39,12
