time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-12-03 00:00:00+00:00,,,39,10
2025-12-04 00:00:00+00:00,1.0,1.0,150,25
2025-12-05 00:00:00+00:00,1.0,1.0,109,23
2025-12-06 00:00:00+00:00,,,81,20
2025-12-07 00:00:00+00:00,,,103,19
2025-12-08 00:00:00+00:00,,,37,18
2025-12-09 00:00:00+00:00,1.0,1.0,74,28
2025-12-10 00:00:00+00:00,,,62,25
2025-12-11 00:00:00+00:00,,,66,28
2025-12-12 00:00:00+00:00,,,66,21
2025-12-13 00:00:00+00:00,,,28,13
2025-12-14 00:00:00+00:00,,,20,6
2025-12-15 00:00:00+00:00,,,60,20
2025-12-16 00:00:00+00:00,,,102,26
2025-12-17 00:00:00+00:00,,,19,9
