time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-11-04 00:00:00+00:00,,,49,9
2025-11-05 00:00:00+00:00,,,99,26
2025-11-06 00:00:00+00:00,,,97,34
2025-11-07 00:00:00+00:00,,,76,26
2025-11-08 00:00:00+00:00,,,44,6
2025-11-09 00:00:00+00:00,,,28,11
2025-11-10 00:00:00+00:00,,,177,38
2025-11-11 00:00:00+00:00,,,97,35
2025-11-12 00:00:00+00:00,,,82,28
2025-11-13 00:00:00+00:00,1.0,1.0,126,38
2025-11-14 00:00:00+00:00,,,119,26
2025-11-15 00:00:00+00:00,,,31,10
2025-11-16 00:00:00+00:00,,,54,9
2025-11-17 00:00:00+00:00,,,122,31
2025-11-18 00:00:00+00:00,,,122,23
