time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-11-28 00:00:00+00:00,,,16,6
2025-11-29 00:00:00+00:00,,,59,12
2025-11-30 00:00:00+00:00,,,69,12
2025-12-01 00:00:00+00:00,,,102,31
2025-12-02 00:00:00+00:00,,,84,21
2025-12-03 00:00:00+00:00,,,135,31
2025-12-04 00:00:00+00:00,1.0,1.0,150,25
2025-12-05 00:00:00+00:00,1.0,1.0,109,23
2025-12-06 00:00:00+00:00,,,81,20
2025-12-07 00:00:00+00:00,,,103,19
2025-12-08 00:00:00+00:00,,,37,18
2025-12-09 00:00:00+00:00,1.0,1.0,74,28
2025-12-10 00:00:00+00:00,,,62,25
2025-12-11 00:00:00+00:00,,,66,28
2025-12-12 00:00:00+00:00,,,54,17
