time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-09-24 00:00:00+00:00,,,15,5
2025-09-25 00:00:00+00:00,,,64,23
2025-09-26 00:00:00+00:00,,,69,23
2025-09-27 00:00:00+00:00,,,47,10
2025-09-28 00:00:00+00:00,,,35,10
2025-09-29 00:00:00+00:00,2.0,2.0,66,27
2025-09-30 00:00:00+00:00,,,92,27
2025-10-01 00:00:00+00:00,,,61,27
2025-10-02 00:00:00+00:00,,,83,23
2025-10-03 00:00:00+00:00,,,62,19
2025-10-04 00:00:00+00:00,,,22,6
2025-10-05 00:00:00+00:00,,,48,8
2025-10-06 00:00:00+00:00,1.0,1.0,85,31
2025-10-07 00:00:00+00:00,,,89,29
2025-10-08 00:00:00+00:00,,,47,17
