time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-10-01 00:00:00+00:00,,,7,5
2025-10-02 00:00:00+00:00,,,83,23
2025-10-03 00:00:00+00:00,,,62,19
2025-10-04 00:00:00+00:00,,,22,6
2025-10-05 00:00:00+00:00,,,48,8
2025-10-06 00:00:00+00:00,1.0,1.0,85,31
2025-10-07 00:00:00+00:00,,,89,29
2025-10-08 00:00:00+00:00,,,77,26
2025-10-09 00:00:00+00:00,,,50,17
2025-10-10 00:00:00+00:00,,,97,25
2025-10-11 00:00:00+00:00,1.0,1.0,17,9
2025-10-12 00:00:00+00:00,,,36,11
2025-10-13 00:00:00+00:00,2.0,2.0,87,25
2025-10-14 00:00:00+00:00,1.0,1.0,98,30
2025-10-15 00:00:00+00:00,,,92,23
