time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-11-20 00:00:00+00:00,,,22,6
2025-11-21 00:00:00+00:00,,,60,29
2025-11-22 00:00:00+00:00,,,37,19
2025-11-23 00:00:00+00:00,,,31,12
2025-11-24 00:00:00+00:00,,,96,33
2025-11-25 00:00:00+00:00,,,121,35
2025-11-26 00:00:00+00:00,,,56,22
2025-11-27 00:00:00+00:00,4.0,2.0,67,28
2025-11-28 00:00:00+00:00,,,66,22
2025-11-29 00:00:00+00:00,,,59,12
2025-11-30 00:00:00+00:00,,,69,12
2025-12-01 00:00:00+00:00,,,102,31
2025-12-02 00:00:00+00:00,,,84,21
2025-12-03 00:00:00+00:00,,,135,31
2025-12-04 00:00:00+00:00,,,79,16
