time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-10-28 00:00:00+00:00,,,8,7
2025-10-29 00:00:00+00:00,,,157,33
2025-10-30 00:00:00+00:00,,,81,35
2025-10-31 00:00:00+00:00,,,96,27
2025-11-01 00:00:00+00:00,,,15,6
2025-11-02 00:00:00+00:00,1.0,1.0,51,16
2025-11-03 00:00:00+00:00,,,138,34
2025-11-04 00:00:00+00:00,2.0,1.0,93,24
2025-11-05 00:00:00+00:00,,,99,26
2025-11-06 00:00:00+00:00,,,97,34
2025-11-07 00:00:00+00:00,,,76,26
2025-11-08 00:00:00+00:00,,,44,6
2025-11-09 00:00:00+00:00,,,28,11
2025-11-10 00:00:00+00:00,,,177,38
2025-11-11 00:00:00+00:00,,,70,21
