time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-10-10 00:00:00+00:00,,,9,3
2025-10-11 00:00:00+00:00,1.0,1.0,17,9
2025-10-12 00:00:00+00:00,,,36,11
2025-10-13 00:00:00+00:00,2.0,2.0,87,25
2025-10-14 00:00:00+00:00,1.0,1.0,98,30
2025-10-15 00:00:00+00:00,1.0,1.0,107,30
2025-10-16 00:00:00+00:00,,,58,20
2025-10-17 00:00:00+00:00,,,57,21
2025-10-18 00:00:00+00:00,2.0,1.0,44,14
2025-10-19 00:00:00+00:00,1.0,1.0,17,7
2025-10-20 00:00:00+00:00,,,70,17
2025-10-21 00:00:00+00:00,,,77,27
2025-10-22 00:00:00+00:00,1.0,1.0,66,25
2025-10-23 00:00:00+00:00,1.0,1.0,83,24
2025-10-24 00:00:00+00:00,,,74,18
