time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-09-08 00:00:00+00:00,,,13,5
2025-09-09 00:00:00+00:00,,,92,21
2025-09-10 00:00:00+00:00,1.0,1.0,114,24
2025-09-11 00:00:00+00:00,1.0,1.0,52,28
2025-09-12 00:00:00+00:00,1.0,1.0,49,20
2025-09-13 00:00:00+00:00,,,8,4
2025-09-14 00:00:00+00:00,,,16,9
2025-09-15 00:00:00+00:00,,,93,35
2025-09-16 00:00:00+00:00,,,79,31
2025-09-17 00:00:00+00:00,1.0,1.0,135,41
2025-09-18 00:00:00+00:00,,,133,33
2025-09-19 00:00:00+00:00,,,215,36
2025-09-20 00:00:00+00:00,,,35,13
2025-09-21 00:00:00+00:00,1.0,1.0,42,13
2025-09-22 00:00:00+00:00,,,108,28
