time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-11-14 00:00:00+00:00,,,6,4
2025-11-15 00:00:00+00:00,,,31,10
2025-11-16 00:00:00+00:00,,,54,9
2025-11-17 00:00:00+00:00,,,122,31
2025-11-18 00:00:00+00:00,,,156,29
2025-11-19 00:00:00+00:00,2.0,2.0,93,33
2025-11-20 00:00:00+00:00,,,88,24
2025-11-21 00:00:00+00:00,,,60,29
2025-11-22 00:00:00+00:00,,,37,19
2025-11-23 00:00:00+00:00,,,31,12
2025-11-24 00:00:00+00:00,,,96,33
2025-11-25 00:00:00+00:00,,,121,35
2025-11-26 00:00:00+00:00,,,56,22
2025-11-27 00:00:00+00:00,4.0,2.0,67,28
2025-11-28 00:00:00+00:00,,,44,16
