time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-09-16 00:00:00+00:00,,,21,8
2025-09-17 00:00:00+00:00,1.0,1.0,135,41
2025-09-18 00:00:00+00:00,,,133,33
2025-09-19 00:00:00+00:00,,,215,36
2025-09-20 00:00:00+00:00,,,35,13
2025-09-21 00:00:00+00:00,1.0,1.0,42,13
2025-09-22 00:00:00+00:00,,,121,35
2025-09-23 00:00:00+00:00,,,159,33
2025-09-24 00:00:00+00:00,2.0,1.0,95,26
2025-09-25 00:00:00+00:00,,,64,23
2025-09-26 00:00:00+00:00,,,69,23
2025-09-27 00:00:00+00:00,,,47,10
2025-09-28 00:00:00+00:00,,,35,10
2025-09-29 00:00:00+00:00,2.0,2.0,66,27
2025-09-30 00:00:00+00:00,,,55,19
